ds,y
2010-12-01 16:19:00,330.0
2010-12-01 16:21:00,502.03999999999996
2010-12-01 16:22:00,1132.8000000000002
2010-12-01 16:24:00,19.9
2010-12-01 16:25:00,344.2
2010-12-01 16:33:00,311.81
2010-12-01 16:49:00,277.05
2010-12-01 16:52:00,205.86
2010-12-01 16:57:00,159.26
2010-12-01 16:58:00,39.06
2010-12-01 17:15:00,81.75
2010-12-01 17:22:00,79.5
2010-12-01 17:24:00,349.15
2010-12-01 17:35:00,102.78999999999999
2010-12-02 07:48:00,160.6
2010-12-02 07:49:00,306.4
2010-12-02 08:32:00,251.62
2010-12-02 08:33:00,22.200000000000003
2010-12-02 08:34:00,163.76
2010-12-02 08:40:00,22.200000000000003
2010-12-02 08:43:00,184.5
2010-12-02 08:52:00,272.65000000000003
2010-12-02 09:29:00,303.97
2010-12-02 09:37:00,38.1
2010-12-02 09:41:00,244.46
2010-12-02 09:42:00,22.200000000000003
2010-12-02 09:43:00,259.65000000000003
2010-12-02 09:44:00,437.93
2010-12-02 10:09:00,286.92
2010-12-02 10:10:00,244.08
2010-12-02 10:17:00,1875.24
2010-12-02 10:18:00,97.19999999999999
2010-12-02 10:27:00,485.25
2010-12-02 10:35:00,350.06
2010-12-02 10:39:00,768.38
2010-12-02 10:45:00,610.64
2010-12-02 10:46:00,12.600000000000001
2010-12-02 10:53:00,306.2
2010-12-02 10:54:00,230.56
2010-12-02 10:55:00,22.200000000000003
2010-12-02 10:56:00,244.46
2010-12-02 10:58:00,22.200000000000003
2010-12-02 11:02:00,312.8
2010-12-02 11:20:00,204.15
2010-12-02 11:21:00,193.78
2010-12-02 11:22:00,572.38
2010-12-02 11:23:00,106.2
2010-12-02 11:35:00,235.16
2010-12-02 11:41:00,1056.63
2010-12-02 11:45:00,288.5
2010-12-02 11:46:00,4.25
2010-12-02 11:57:00,223.7
2010-12-02 12:07:00,299.40000000000003
2010-12-02 12:09:00,420.5
2010-12-02 12:10:00,263.4
2010-12-02 12:11:00,339.84
2010-12-02 12:16:00,127.08
2010-12-02 12:18:00,207.5
2010-12-02 12:22:00,113.92
2010-12-02 12:23:00,380.46
2010-12-02 12:24:00,22.200000000000003
2010-12-02 12:25:00,331.26
2010-12-02 12:26:00,22.200000000000003
2010-12-02 12:28:00,326.0
2010-12-02 12:33:00,199.65
2010-12-02 12:47:00,354.54
2010-12-02 12:50:00,329.65000000000003
2010-12-02 12:58:00,211.2
2010-12-02 12:59:00,824.88
2010-12-02 13:06:00,98.18
2010-12-02 13:08:00,294.5
2010-12-02 13:11:00,202.12
2010-12-02 13:14:00,198.08
2010-12-02 13:32:00,261.76
2010-12-02 13:36:00,379.75
2010-12-02 13:38:00,341.9
2010-12-02 13:39:00,248.1
2010-12-02 13:44:00,100.2
2010-12-02 13:45:00,116.0
2010-12-02 13:49:00,353.19
2010-12-02 14:04:00,434.8
2010-12-02 14:05:00,22.200000000000003
2010-12-02 14:06:00,390.66
2010-12-02 14:07:00,22.200000000000003
2010-12-02 14:09:00,210.24
2010-12-02 14:26:00,311.25
2010-12-02 14:30:00,98.9
2010-12-02 14:40:00,307.68
2010-12-02 14:42:00,452.52
2010-12-02 14:47:00,668.4
2010-12-02 14:49:00,118.38
2010-12-02 15:00:00,138.1
2010-12-02 15:03:00,193.23
2010-12-02 15:08:00,15.0
2010-12-02 15:14:00,50.400000000000006
2010-12-02 15:18:00,517.95
2010-12-02 15:19:00,4076.48
2010-12-02 15:20:00,2170.9
2010-12-02 15:22:00,2730.96
2010-12-02 15:23:00,324.0
2010-12-02 15:24:00,192.46
2010-12-02 15:25:00,97.2
2010-12-02 15:26:00,532.01
2010-12-02 15:27:00,44.400000000000006
2010-12-02 15:28:00,30.0
2010-12-02 15:39:00,170.7
2010-12-02 15:40:00,656.52
2010-12-02 15:46:00,375.65
2010-12-02 15:49:00,130.8
2010-12-02 15:55:00,717.1600000000001
2010-12-02 16:00:00,183.3
2010-12-02 16:12:00,236.97
2010-12-02 16:29:00,197.3
2010-12-02 16:33:00,22.5
2010-12-02 16:34:00,1714.25
2010-12-02 16:38:00,406.56
2010-12-02 16:42:00,45.12
2010-12-02 16:46:00,247.8
2010-12-02 16:48:00,1003.2
2010-12-02 16:50:00,303.96
2010-12-02 16:51:00,527.85
2010-12-02 16:59:00,189.8
2010-12-02 17:12:00,308.28000000000003
2010-12-02 17:17:00,143.45000000000002
2010-12-02 17:22:00,50.550000000000004
2010-12-02 17:24:00,408.0
2010-12-02 17:38:00,2002.4
2010-12-02 17:40:00,569.4
2010-12-02 17:41:00,164.8
2010-12-02 17:48:00,438.1
2010-12-02 17:51:00,35.400000000000006
2010-12-02 18:06:00,295.0
2010-12-02 18:08:00,263.3
2010-12-02 18:15:00,308.68
2010-12-02 18:23:00,37.2
2010-12-02 18:25:00,623.73
2010-12-02 18:27:00,548.77
2010-12-02 18:45:00,263.62
2010-12-02 18:46:00,34.9
2010-12-02 18:49:00,189.3
2010-12-02 19:18:00,127.55
2010-12-02 19:59:00,413.1
2010-12-03 09:31:00,215.57999999999998
2010-12-03 09:39:00,534.0
2010-12-03 09:45:00,397.5
2010-12-03 09:49:00,1368.4
2010-12-03 09:51:00,89.14
2010-12-03 10:26:00,754.87
2010-12-03 10:33:00,128.03
2010-12-03 10:36:00,303.4
2010-12-03 10:43:00,548.65
2010-12-03 10:44:00,303.5
2010-12-03 11:19:00,123.07
2010-12-03 11:35:00,232.26
2010-12-03 11:42:00,39.75
2010-12-03 11:48:00,322.2
2010-12-03 12:05:00,1680.88
2010-12-03 12:11:00,187.51
2010-12-03 12:20:00,620.0
2010-12-03 12:24:00,309.54
2010-12-03 12:28:00,841.94
2010-12-03 12:29:00,686.4
2010-12-03 12:41:00,425.0
2010-12-03 12:43:00,1096.65
2010-12-03 12:48:00,225.65
2010-12-03 12:57:00,76.5
2010-12-03 13:09:00,534.0
2010-12-03 13:10:00,528.0
2010-12-03 13:12:00,1314.0
2010-12-03 13:40:00,248.16
2010-12-03 13:42:00,230.25
2010-12-03 13:43:00,736.28
2010-12-03 13:59:00,336.24
2010-12-03 14:04:00,1705.65
2010-12-03 14:18:00,258.58
2010-12-03 14:26:00,692.61
2010-12-03 14:30:00,175.53
2010-12-03 14:35:00,339.54
2010-12-03 14:40:00,458.44
2010-12-03 14:54:00,272.01
2010-12-03 15:05:00,254.39000000000001
2010-12-03 15:10:00,115.7
2010-12-03 15:14:00,131.8
2010-12-03 15:16:00,91.8
2010-12-03 15:19:00,110.35000000000001
2010-12-03 15:25:00,98.5
2010-12-03 15:45:00,427.8
2010-12-03 16:02:00,122.15
2010-12-03 16:35:00,346.1
2010-12-03 16:44:00,246.3
2010-12-03 16:45:00,135.0
2010-12-03 17:20:00,2355.1800000000003
2010-12-03 17:21:00,11.6
2010-12-03 17:28:00,135.32999999999998
2010-12-05 10:03:00,256.90000000000003
2010-12-05 10:12:00,535.75
2010-12-05 10:27:00,734.3999999999999
2010-12-05 10:36:00,155.64000000000001
2010-12-05 10:45:00,238.11
2010-12-05 10:52:00,431.45
2010-12-05 10:54:00,126.42999999999999
2010-12-05 10:58:00,277.45
2010-12-05 11:02:00,326.6
2010-12-05 11:03:00,5.9
2010-12-05 11:04:00,277.65000000000003
2010-12-05 11:10:00,555.84
2010-12-05 11:12:00,350.68
2010-12-05 11:15:00,552.24
2010-12-05 11:38:00,275.8
2010-12-05 11:40:00,152.05
2010-12-05 11:45:00,273.29
2010-12-05 11:49:00,274.67
2010-12-05 11:51:00,351.43
2010-12-05 11:54:00,127.98
2010-12-05 11:57:00,1554.37
2010-12-05 11:59:00,179.64000000000001
2010-12-05 12:00:00,1145.06
2010-12-05 12:01:00,438.0
2010-12-05 12:02:00,15.0
2010-12-05 12:08:00,180.44
2010-12-05 12:09:00,204.0
2010-12-05 12:13:00,883.86
2010-12-05 12:15:00,512.86
2010-12-05 12:23:00,114.65
2010-12-05 12:26:00,547.1
2010-12-05 12:29:00,206.23000000000002
2010-12-05 12:34:00,163.49
2010-12-05 12:35:00,722.36
2010-12-05 12:42:00,273.76
2010-12-05 12:43:00,535.6
2010-12-05 12:44:00,273.3
2010-12-05 12:47:00,33.15
2010-12-05 12:53:00,70.42
2010-12-05 12:57:00,559.1
2010-12-05 13:00:00,343.28000000000003
2010-12-05 13:03:00,623.75
2010-12-05 13:05:00,1097.09
2010-12-05 13:08:00,251.25
2010-12-05 13:10:00,184.8
2010-12-05 13:17:00,292.95
2010-12-05 13:18:00,283.15
2010-12-05 13:21:00,384.71999999999997
2010-12-05 13:26:00,131.5
2010-12-05 13:29:00,806.28
2010-12-05 13:42:00,211.8
2010-12-05 13:49:00,460.6
2010-12-05 13:53:00,271.2
2010-12-05 13:55:00,1062.06
2010-12-05 14:02:00,286.5
2010-12-05 14:03:00,85.5
2010-12-05 14:06:00,156.74
2010-12-05 14:17:00,112.9
2010-12-05 14:19:00,1631.3
2010-12-05 14:25:00,269.7
2010-12-05 14:45:00,198.43
2010-12-05 14:52:00,165.86
2010-12-05 15:02:00,85.55000000000001
2010-12-05 15:06:00,188.77
2010-12-05 15:12:00,490.6
2010-12-05 15:15:00,209.84
2010-12-05 15:18:00,355.75
2010-12-05 15:21:00,473.39
2010-12-05 15:26:00,8.65
2010-12-05 15:35:00,1668.2
2010-12-05 15:38:00,358.55999999999995
2010-12-05 15:40:00,736.7
2010-12-05 15:46:00,320.08
2010-12-05 15:47:00,423.52
2010-12-05 15:54:00,37.35
2010-12-05 16:00:00,133.48
2010-12-05 16:10:00,164.70000000000002
2010-12-05 16:24:00,1415.97
2010-12-05 16:41:00,496.48
2010-12-06 08:34:00,113.48
2010-12-06 08:42:00,922.4000000000001
2010-12-06 08:43:00,25.200000000000003
2010-12-06 08:44:00,17.4
2010-12-06 09:21:00,308.8
2010-12-06 09:37:00,353.0
2010-12-06 09:45:00,2567.6400000000003
2010-12-06 09:52:00,375.69000000000005
2010-12-06 10:03:00,164.2
2010-12-06 10:05:00,210.19
2010-12-06 10:18:00,364.92
2010-12-06 10:19:00,462.62
2010-12-06 10:20:00,300.66
2010-12-06 10:24:00,58.2
2010-12-06 10:27:00,129.4
2010-12-06 10:34:00,223.68
2010-12-06 10:36:00,56.25
2010-12-06 10:38:00,33.0
2010-12-06 10:43:00,196.44
2010-12-06 11:01:00,382.69
2010-12-06 11:03:00,303.5
2010-12-06 11:06:00,2263.8
2010-12-06 11:10:00,142.5
2010-12-06 11:16:00,142.25
2010-12-06 11:26:00,882.23
2010-12-06 11:37:00,153.5
2010-12-06 11:38:00,102.66
2010-12-06 11:42:00,434.39000000000004
2010-12-06 11:58:00,322.8
2010-12-06 12:06:00,430.73
2010-12-06 12:15:00,98.7
2010-12-06 12:21:00,673.37
2010-12-06 12:23:00,668.21
2010-12-06 12:30:00,184.10000000000002
2010-12-06 12:31:00,76.32000000000001
2010-12-06 12:34:00,392.62
2010-12-06 12:38:00,449.95000000000005
2010-12-06 12:39:00,333.25
2010-12-06 12:40:00,377.5
2010-12-06 12:41:00,252.8
2010-12-06 12:44:00,379.7
2010-12-06 12:47:00,185.97
2010-12-06 12:52:00,198.35
2010-12-06 12:55:00,740.46
2010-12-06 12:59:00,480.68
2010-12-06 13:01:00,270.52
2010-12-06 13:06:00,784.15
2010-12-06 13:12:00,100.80000000000001
2010-12-06 13:13:00,887.03
2010-12-06 13:21:00,122.7
2010-12-06 13:22:00,125.10000000000001
2010-12-06 13:32:00,20.85
2010-12-06 13:34:00,222.18
2010-12-06 13:35:00,391.5
2010-12-06 13:41:00,149.0
2010-12-06 13:47:00,123.24
2010-12-06 13:53:00,554.66
2010-12-06 13:58:00,166.15
2010-12-06 13:59:00,2415.04
2010-12-06 14:00:00,81.17999999999999
2010-12-06 14:05:00,150.22
2010-12-06 14:08:00,292.84000000000003
2010-12-06 14:19:00,244.20000000000002
2010-12-06 14:31:00,427.74
2010-12-06 14:36:00,422.81
2010-12-06 14:43:00,30.45
2010-12-06 14:46:00,56.85
2010-12-06 14:51:00,406.69
2010-12-06 14:55:00,192.7
2010-12-06 15:00:00,406.16
2010-12-06 15:03:00,151.20000000000002
2010-12-06 15:06:00,177.60000000000002
2010-12-06 15:09:00,227.4
2010-12-06 15:13:00,137.11
2010-12-06 15:14:00,510.95
2010-12-06 15:18:00,335.3
2010-12-06 15:25:00,292.54
2010-12-06 15:27:00,217.54999999999998
2010-12-06 15:34:00,166.0
2010-12-06 15:35:00,92.55000000000001
2010-12-06 15:38:00,450.92
2010-12-06 15:54:00,82.12
2010-12-06 16:36:00,417.62
2010-12-06 16:58:00,221.5
2010-12-06 17:16:00,214.32
2010-12-06 17:26:00,540.0
2010-12-07 09:13:00,569.03
2010-12-07 09:21:00,151.3
2010-12-07 09:23:00,39.599999999999994
2010-12-07 09:43:00,1989.2399999999998
2010-12-07 09:51:00,1644.94
2010-12-07 09:55:00,293.45000000000005
2010-12-07 09:57:00,178.4
2010-12-07 10:04:00,326.4
2010-12-07 10:06:00,682.65
2010-12-07 10:08:00,1033.52
2010-12-07 10:14:00,618.07
2010-12-07 10:32:00,454.6
2010-12-07 10:36:00,533.71
2010-12-07 10:43:00,102.0
2010-12-07 10:47:00,111.25
2010-12-07 10:51:00,17.85
2010-12-07 11:11:00,111.54
2010-12-07 11:26:00,957.5
2010-12-07 11:30:00,1830.02
2010-12-07 11:33:00,511.79999999999995
2010-12-07 11:41:00,532.8000000000001
2010-12-07 11:45:00,159.55
2010-12-07 11:49:00,311.65
2010-12-07 11:59:00,181.12
2010-12-07 12:18:00,327.40000000000003
2010-12-07 12:21:00,571.0
2010-12-07 12:28:00,596.8
2010-12-07 12:29:00,118.32
2010-12-07 12:37:00,338.90000000000003
2010-12-07 12:43:00,108.78
2010-12-07 12:49:00,373.49
2010-12-07 13:01:00,1381.92
2010-12-07 13:13:00,166.74
2010-12-07 13:16:00,631.65
2010-12-07 13:18:00,156.19
2010-12-07 13:20:00,444.42
2010-12-07 13:22:00,617.12
2010-12-07 13:28:00,322.3
2010-12-07 13:29:00,322.8
2010-12-07 13:30:00,154.9
2010-12-07 13:45:00,177.26
2010-12-07 13:50:00,2022.16
2010-12-07 13:53:00,230.39999999999998
2010-12-07 14:00:00,97.8
2010-12-07 14:30:00,165.94
2010-12-07 14:31:00,383.93
2010-12-07 14:41:00,306.84000000000003
2010-12-07 14:57:00,799.29
2010-12-07 14:58:00,713.88
2010-12-07 15:02:00,378.75
2010-12-07 15:03:00,356.87
2010-12-07 15:04:00,17.4
2010-12-07 15:15:00,231.9
2010-12-07 15:18:00,68.1
2010-12-07 15:20:00,172.0
2010-12-07 15:39:00,406.6
2010-12-07 15:48:00,804.56
2010-12-07 15:54:00,268.73
2010-12-07 16:20:00,111.15
2010-12-07 16:42:00,9639.12
2010-12-07 16:43:00,16281.25
2010-12-07 17:05:00,46.8
2010-12-07 17:19:00,139.86
2010-12-08 08:12:00,326.4
2010-12-08 08:43:00,48.800000000000004
2010-12-08 08:58:00,164.25
2010-12-08 09:07:00,514.39
2010-12-08 09:20:00,328.45
2010-12-08 09:30:00,328.01
2010-12-08 09:49:00,522.7
2010-12-08 09:51:00,319.18
2010-12-08 09:53:00,258.9
2010-12-08 09:56:00,356.91
2010-12-08 10:11:00,557.4399999999999
2010-12-08 10:13:00,99.6
2010-12-08 10:14:00,365.4
2010-12-08 10:21:00,429.87
2010-12-08 10:35:00,702.1
2010-12-08 10:36:00,301.52
2010-12-08 10:38:00,329.36
2010-12-08 10:39:00,310.57
2010-12-08 10:40:00,671.21
2010-12-08 10:45:00,173.55
2010-12-08 10:46:00,158.25
2010-12-08 10:51:00,777.6800000000001
2010-12-08 10:53:00,303.86
2010-12-08 11:02:00,439.03000000000003
2010-12-08 11:04:00,38.8
2010-12-08 11:16:00,157.6
2010-12-08 11:31:00,411.44
2010-12-08 11:38:00,314.1
2010-12-08 11:41:00,105.72
2010-12-08 11:42:00,511.46000000000004
2010-12-08 11:43:00,19.799999999999997
2010-12-08 12:01:00,569.4
2010-12-08 12:06:00,145.93
2010-12-08 12:08:00,867.48
2010-12-08 12:09:00,350.4
2010-12-08 12:11:00,39.0
2010-12-08 12:17:00,205.64000000000001
2010-12-08 12:24:00,295.66
2010-12-08 12:29:00,450.92
2010-12-08 12:35:00,316.46
2010-12-08 12:36:00,382.27
2010-12-08 12:40:00,281.0
2010-12-08 12:41:00,910.14
2010-12-08 12:45:00,127.05000000000001
2010-12-08 12:46:00,513.6
2010-12-08 12:49:00,623.4200000000001
2010-12-08 12:51:00,147.39999999999998
2010-12-08 12:56:00,148.23000000000002
2010-12-08 12:57:00,2746.75
2010-12-08 13:01:00,414.43
2010-12-08 13:03:00,718.0600000000001
2010-12-08 13:07:00,142.95
2010-12-08 13:08:00,473.04
2010-12-08 13:11:00,692.94
2010-12-08 13:14:00,89.5
2010-12-08 13:17:00,130.64
2010-12-08 13:21:00,372.96999999999997
2010-12-08 13:23:00,251.09
2010-12-08 13:28:00,118.3
2010-12-08 13:30:00,292.71000000000004
2010-12-08 13:38:00,376.30000000000007
2010-12-08 13:49:00,300.7
2010-12-08 13:51:00,129.75
2010-12-08 13:53:00,1317.89
2010-12-08 13:55:00,397.6
2010-12-08 14:22:00,566.95
2010-12-08 14:36:00,222.5
2010-12-08 14:38:00,272.34000000000003
2010-12-08 14:43:00,541.89
2010-12-08 14:46:00,723.6
2010-12-08 14:50:00,106.77000000000001
2010-12-08 14:53:00,590.0
2010-12-08 14:58:00,103.67999999999999
2010-12-08 14:59:00,313.72
2010-12-08 15:03:00,305.45
2010-12-08 15:10:00,320.0
2010-12-08 15:12:00,159.51
2010-12-08 15:16:00,171.15
2010-12-08 15:17:00,190.34
2010-12-08 15:23:00,71.4
2010-12-08 15:25:00,201.60000000000002
2010-12-08 15:33:00,180.4
2010-12-08 15:35:00,255.0
2010-12-08 15:38:00,318.84
2010-12-08 15:39:00,356.4
2010-12-08 15:56:00,2671.27
2010-12-08 15:58:00,154.8
2010-12-08 15:59:00,263.25
2010-12-08 16:11:00,670.55
2010-12-08 16:18:00,120.65
2010-12-08 16:21:00,111.53
2010-12-08 16:29:00,5.95
2010-12-08 16:34:00,574.89
2010-12-08 16:45:00,676.1
2010-12-08 16:48:00,307.25
2010-12-08 16:49:00,1867.98
2010-12-08 17:20:00,167.09
2010-12-09 08:34:00,213.3
2010-12-09 09:14:00,365.8
2010-12-09 09:23:00,956.5
2010-12-09 09:25:00,141.95
2010-12-09 09:27:00,63.0
2010-12-09 09:30:00,525.93
2010-12-09 09:34:00,258.75
2010-12-09 09:49:00,209.3
2010-12-09 10:00:00,1485.72
2010-12-09 10:04:00,1295.03
2010-12-09 10:05:00,88.8
2010-12-09 10:13:00,159.38
2010-12-09 10:16:00,464.61
2010-12-09 10:30:00,429.24
2010-12-09 10:33:00,258.95
2010-12-09 10:37:00,213.88
2010-12-09 10:42:00,364.4
2010-12-09 10:44:00,3794.3999999999996
2010-12-09 10:45:00,382.66
2010-12-09 10:48:00,309.4
2010-12-09 10:55:00,254.03
2010-12-09 11:28:00,371.7
2010-12-09 11:30:00,308.28000000000003
2010-12-09 11:31:00,57.6
2010-12-09 11:35:00,1335.2
2010-12-09 11:39:00,295.1
2010-12-09 11:44:00,101.9
2010-12-09 11:48:00,363.53
2010-12-09 12:05:00,1281.5
2010-12-09 12:12:00,832.8
2010-12-09 12:13:00,163.2
2010-12-09 12:16:00,174.4
2010-12-09 12:17:00,1794.75
2010-12-09 12:20:00,226.79999999999998
2010-12-09 12:24:00,257.22
2010-12-09 12:32:00,224.38
2010-12-09 12:37:00,114.79
2010-12-09 12:49:00,880.77
2010-12-09 12:59:00,174.4
2010-12-09 13:03:00,372.09
2010-12-09 13:05:00,112.6
2010-12-09 13:08:00,325.76
2010-12-09 13:14:00,181.0
2010-12-09 13:21:00,18.4
2010-12-09 13:22:00,15.9
2010-12-09 13:24:00,205.35
2010-12-09 13:34:00,1820.97
2010-12-09 13:38:00,316.82
2010-12-09 13:44:00,1914.2400000000002
2010-12-09 13:47:00,111.75
2010-12-09 13:57:00,428.6
2010-12-09 13:59:00,165.65
2010-12-09 14:05:00,300.91999999999996
2010-12-09 14:08:00,518.58
2010-12-09 14:10:00,16.21
2010-12-09 14:15:00,272.36
2010-12-09 14:19:00,686.15
2010-12-09 14:25:00,374.25
2010-12-09 14:27:00,394.18
2010-12-09 14:28:00,251.0
2010-12-09 14:44:00,438.53000000000003
2010-12-09 14:49:00,739.05
2010-12-09 14:50:00,186.03
2010-12-09 14:55:00,174.72
2010-12-09 14:56:00,315.0
2010-12-09 15:01:00,230.10000000000002
2010-12-09 15:16:00,190.35
2010-12-09 15:20:00,72.82000000000001
2010-12-09 15:21:00,155.0
2010-12-09 15:23:00,249.86
2010-12-09 15:29:00,289.85
2010-12-09 15:32:00,685.0
2010-12-09 15:33:00,60.0
2010-12-09 15:35:00,144.5
2010-12-09 15:46:00,30.0
2010-12-09 15:50:00,218.4
2010-12-09 16:08:00,383.07
2010-12-09 16:10:00,402.32
2010-12-09 16:11:00,15.0
2010-12-09 16:28:00,441.6
2010-12-09 16:52:00,182.01999999999998
2010-12-09 16:53:00,620.35
2010-12-09 16:57:00,119.65
2010-12-09 17:27:00,257.95
2010-12-09 17:34:00,185.82
2010-12-09 18:09:00,119.45
2010-12-09 18:58:00,298.95
2010-12-09 19:23:00,318.7
2010-12-09 19:28:00,93.45
2010-12-09 19:32:00,317.59000000000003
2010-12-09 20:01:00,300.64
2010-12-10 09:33:00,370.80000000000007
2010-12-10 09:35:00,1982.41
2010-12-10 09:48:00,780.0
2010-12-10 09:51:00,157.9
2010-12-10 09:52:00,17.700000000000003
2010-12-10 09:53:00,369.09999999999997
2010-12-10 10:08:00,151.5
2010-12-10 10:18:00,115.08000000000001
2010-12-10 10:21:00,1110.75
2010-12-10 10:22:00,188.98
2010-12-10 10:26:00,201.75
2010-12-10 10:27:00,218.10000000000002
2010-12-10 10:47:00,127.9
2010-12-10 10:49:00,5375.28
2010-12-10 10:50:00,135.0
2010-12-10 10:51:00,67.5
2010-12-10 10:52:00,338.45
2010-12-10 10:56:00,1196.0
2010-12-10 11:01:00,919.8
2010-12-10 11:02:00,182.25
2010-12-10 11:11:00,95.25
2010-12-10 11:12:00,203.1
2010-12-10 11:19:00,274.73
2010-12-10 11:21:00,186.60000000000002
2010-12-10 11:23:00,428.76
2010-12-10 11:24:00,336.15999999999997
2010-12-10 11:31:00,236.92
2010-12-10 11:33:00,271.47
2010-12-10 11:39:00,111.8
2010-12-10 11:42:00,185.06
2010-12-10 11:44:00,523.86
2010-12-10 11:47:00,239.70000000000002
2010-12-10 11:51:00,254.4
2010-12-10 12:00:00,247.56
2010-12-10 12:14:00,139.68
2010-12-10 12:20:00,132.65
2010-12-10 12:29:00,219.1
2010-12-10 12:33:00,1156.05
2010-12-10 12:42:00,300.65000000000003
2010-12-10 12:44:00,228.12
2010-12-10 12:45:00,116.89999999999999
2010-12-10 12:48:00,686.16
2010-12-10 12:50:00,612.1
2010-12-10 12:56:00,10.29
2010-12-10 12:58:00,1.9
2010-12-10 13:06:00,309.40000000000003
2010-12-10 13:24:00,202.5
2010-12-10 13:27:00,213.26
2010-12-10 13:29:00,363.24
2010-12-10 13:32:00,114.45000000000002
2010-12-10 13:44:00,25.799999999999997
2010-12-10 13:48:00,584.77
2010-12-10 13:50:00,1136.3200000000002
2010-12-10 13:58:00,401.92
2010-12-10 14:04:00,39.949999999999996
2010-12-10 14:29:00,385.58000000000004
2010-12-10 14:45:00,106.4
2010-12-10 14:53:00,756.45
2010-12-10 14:54:00,317.5
2010-12-10 15:21:00,173.7
2010-12-10 15:31:00,3762.66
2010-12-10 15:45:00,2157.64
2010-12-10 15:49:00,9.9
2010-12-10 15:56:00,966.62
2010-12-10 16:36:00,158.0
2010-12-10 17:14:00,156.65
2010-12-10 17:26:00,102.35000000000001
2010-12-12 10:11:00,338.6
2010-12-12 10:47:00,275.3
2010-12-12 10:48:00,664.01
2010-12-12 10:57:00,147.09
2010-12-12 11:06:00,833.78
2010-12-12 11:07:00,350.24
2010-12-12 11:17:00,193.22
2010-12-12 11:26:00,559.5
2010-12-12 11:37:00,214.24
2010-12-12 11:44:00,3590.59
2010-12-12 11:46:00,324.22
2010-12-12 11:49:00,126.28
2010-12-12 11:54:00,106.75
2010-12-12 12:00:00,172.71
2010-12-12 12:01:00,170.91
